rank,content_id,content_type,source_id,source_title,user_id,user_name,content_preview,content_text,created_at,like_count,parent_content_id,root_content_id
62,bilibili_comment:274823435089,comment,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,bilibili:250096352,finallyfun,问题不在预制菜上，而是卖预制菜不明说，还这么贵，口味又不好，萨莉亚也是明摆着的预制菜，但是性价比高口味又不错,问题不在预制菜上，而是卖预制菜不明说，还这么贵，口味又不好，萨莉亚也是明摆着的预制菜，但是性价比高口味又不错,2025-09-16T17:22:38+08:00,339,,
63,bilibili_comment:276104678256,reply,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,bilibili:478794937,银河集市,专攻儿童的，广告词都是“家有宝贝，就吃西贝”还给小孩整小气球啥的，小孩喜欢爸妈也没办法,专攻儿童的，广告词都是“家有宝贝，就吃西贝”还给小孩整小气球啥的，小孩喜欢爸妈也没办法,2025-09-15T08:51:44+08:00,329,bilibili_comment:276085428496,bilibili_comment:276085428496
64,bilibili_comment:274617097009,comment,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:209499579,尾张大傻瓜织田信长,我印象里，当年推广预制菜的时候西贝就是典型来着,我印象里，当年推广预制菜的时候西贝就是典型来着,2025-09-14T11:38:03+08:00,294,,
65,bilibili_comment:286639107825,comment,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:149045078,落车six,如果老贾他不张嘴，什么事都没有,如果老贾他不张嘴，什么事都没有,2026-01-17T03:20:25+08:00,288,,
66,bilibili_comment:274567197825,reply,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,bilibili:449716778,月色慢递员,您好！冰箱密封条（也叫门封条）发霉是一个非常普遍但令人头疼的问题。这通常不是“毛病”，而是一个由环境因素和使用习惯共同导致的现象。,您好！冰箱密封条（也叫门封条）发霉是一个非常普遍但令人头疼的问题。这通常不是“毛病”，而是一个由环境因素和使用习惯共同导致的现象。,2025-09-13T21:22:19+08:00,278,bilibili_comment:275951003312,bilibili_comment:275951003312
67,bilibili_comment:274645591361,reply,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:47265481,思无鸡蛋,你这俩菜都不够人贾老板家一盘炒鸡蛋的,你这俩菜都不够人贾老板家一盘炒鸡蛋的,2025-09-14T16:57:09+08:00,274,bilibili_comment:274623391985,bilibili_comment:274623391985
68,bilibili_comment:275875733744,comment,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,bilibili:530050303,熊爸老张,儿童餐比儿童年龄大……[笑哭],儿童餐比儿童年龄大……[笑哭],2025-09-13T01:00:40+08:00,258,,
69,bilibili_comment:274643430497,reply,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:449740254,假装是少年rst,莫名被内涵到。,莫名被内涵到。,2025-09-14T16:30:16+08:00,253,bilibili_comment:274643018097,bilibili_comment:274643018097
70,bilibili_comment:286571251041,comment,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:17545884,ray21121,公关仙人贾国龙，每次西贝这个事儿风刚要过去，他就跳出来再点一把火[doge],公关仙人贾国龙，每次西贝这个事儿风刚要过去，他就跳出来再点一把火[doge],2026-01-16T14:07:34+08:00,251,,
71,bilibili_comment:275979066544,comment,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,bilibili:1080796002,罗辑心理,罗永浩随口说西贝是预制菜，没想到西贝骂骂咧咧邀请全国媒体开直播证明罗永浩是对的[捂脸][捂脸][捂脸],罗永浩随口说西贝是预制菜，没想到西贝骂骂咧咧邀请全国媒体开直播证明罗永浩是对的[捂脸][捂脸][捂脸],2025-09-14T00:03:44+08:00,245,,
72,bilibili_comment:288778525664,comment,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:509046121,我在银河烤翅膀,最无语的是西贝老板没明白，顾客们不想只是什么叫真正的预制菜，或者预制菜的定义是什么。顾客只有一个诉求，我花这么多钱就是想吃现炒菜[笑哭]，你扯一大堆预制菜的定义说自己不是预制菜没用啊，你也不是现炒啊[doge_金箍],最无语的是西贝老板没明白，顾客们不想只是什么叫真正的预制菜，或者预制菜的定义是什么。顾客只有一个诉求，我花这么多钱就是想吃现炒菜[笑哭]，你扯一大堆预制菜的定义说自己不是预制菜没用啊，你也不是现炒啊[doge_金箍],2026-01-17T13:05:41+08:00,241,,
73,bilibili_comment:275961144592,comment,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,bilibili:21921544,与娄葑门,“贾老板”开的“西贝店”  人家名字都那么直白的摆在那了[笑哭],“贾老板”开的“西贝店”  人家名字都那么直白的摆在那了[笑哭],2025-09-13T21:12:12+08:00,237,,
74,bilibili_comment:276059067072,reply,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:313093112,排雷用二哈,你这个保质期才4天，和西贝比起来根本就和现做没区别[吃瓜],你这个保质期才4天，和西贝比起来根本就和现做没区别[吃瓜],2025-09-14T19:32:05+08:00,229,bilibili_comment:274623391985,bilibili_comment:274623391985
75,bilibili_comment:276177613664,comment,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,bilibili:31637138,hhgrdv,预制菜没问题，价格别高就没事，你又是高价格又是预制菜那就是让人恶心了,预制菜没问题，价格别高就没事，你又是高价格又是预制菜那就是让人恶心了,2025-09-15T23:55:00+08:00,225,,
76,bilibili_comment:274818225249,comment,bilibili_video:115212816485947,罗永浩：我真没打，他就先捅了自己20多刀...我该怎么办？,bilibili:3546967068117356,账号已注销,老贾是个狠人，把自己脖子抹了 也要呲你一身血……[捂脸],老贾是个狠人，把自己脖子抹了 也要呲你一身血……[捂脸],2025-09-16T16:08:48+08:00,224,,
77,bilibili_comment:276060889024,comment,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,bilibili:355216323,念旧的猜哥,我们普通人需要感谢老罗这样的人，普通人生活中遇到商品问题绝大多数情况下都是忍受着，人微言轻的，在中国维权是很难的，老罗让人佩服的就是他不是收钱办事的那种，遇到问题不吐不快，不管你是谁，就事论事，只针对商品和服务问题，不针对个人,我们普通人需要感谢老罗这样的人，普通人生活中遇到商品问题绝大多数情况下都是忍受着，人微言轻的，在中国维权是很难的，老罗让人佩服的就是他不是收钱办事的那种，遇到问题不吐不快，不管你是谁，就事论事，只针对商品和服务问题，不针对个人,2025-09-14T19:49:35+08:00,224,,
78,bilibili_comment:274705446113,reply,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,bilibili:3285654,Byuuu,山姆和另外两个不一样[doge_金箍]，有的东西是真便宜,山姆和另外两个不一样[doge_金箍]，有的东西是真便宜,2025-09-15T09:33:05+08:00,220,bilibili_comment:276002890448,bilibili_comment:276002890448
79,bilibili_comment:274804490689,comment,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,bilibili:450664995,珠海的科学R,总结一下： 支持西贝的有吉祥馄饨、巴奴毛肚火锅、霸蛮牛肉粉、叮叮懒人菜、鲜啤30公里、半山腰云南菜、夏日玛莉、喜舍武汉江滩印象、董克平的相关推荐、百合花工程认证餐馆、华与华营销公司相关餐馆、广东餐饮服务协会相关餐馆、柴大官人柴园相关餐馆（胖...,"总结一下：
支持西贝的有吉祥馄饨、巴奴毛肚火锅、霸蛮牛肉粉、叮叮懒人菜、鲜啤30公里、半山腰云南菜、夏日玛莉、喜舍武汉江滩印象、董克平的相关推荐、百合花工程认证餐馆、华与华营销公司相关餐馆、广东餐饮服务协会相关餐馆、柴大官人柴园相关餐馆（胖墩餐饮&九悦餐饮）、宝林哥相关推荐和餐馆、弘毅投资相关餐馆
B友们记得避坑！",2025-09-16T12:40:06+08:00,220,,
80,bilibili_comment:286610654641,comment,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:3493088095897692,嗪嗪兽,中国的很多老板，过分相信自己的能力，认为企业的成功是自己打拼出来的，实际上也就那么回事，只不过时代的机遇让这些人赶上了而已,中国的很多老板，过分相信自己的能力，认为企业的成功是自己打拼出来的，实际上也就那么回事，只不过时代的机遇让这些人赶上了而已,2026-01-16T21:20:51+08:00,214,,
81,bilibili_comment:275860067008,reply,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,bilibili:37087045,皇后的头风,问题麦麦也没西贝那么贵啊，一个馒头21块钱，人穷鬼套餐才14还有肉,问题麦麦也没西贝那么贵啊，一个馒头21块钱，人穷鬼套餐才14还有肉,2025-09-12T22:11:36+08:00,209,bilibili_comment:275859606896,bilibili_comment:275859606896
82,bilibili_comment:276201694736,comment,bilibili_video:115211222653264,罗永浩是怎么把西贝搞翻车的？,bilibili:552001224,ewks魔弹射手wisusna,如果西贝没出事我都不知道这个地方[笑哭],如果西贝没出事我都不知道这个地方[笑哭],2025-09-16T10:24:42+08:00,195,,
83,bilibili_comment:274560781489,reply,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,bilibili:3493117837707388,叫我嘿嘿潇洒哥,出口转内销现在还是很多商家营销噱头。,出口转内销现在还是很多商家营销噱头。,2025-09-13T20:19:02+08:00,193,bilibili_comment:274549588065,bilibili_comment:274549588065
84,bilibili_comment:274480640785,comment,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,bilibili:1059710596,YoSoyLing,这次真的要支持老罗，客观维权，否则以后我们每个人都将是消费陷阱的受害者。,这次真的要支持老罗，客观维权，否则以后我们每个人都将是消费陷阱的受害者。,2025-09-13T00:04:19+08:00,192,,
85,bilibili_comment:275878970688,reply,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,bilibili:295053044,wujiang6188,我的锤子手机现在还留着，老罗当时一句话，操作系统绝对不会绑定乱七八糟的广告，这点他做到了！,我的锤子手机现在还留着，老罗当时一句话，操作系统绝对不会绑定乱七八糟的广告，这点他做到了！,2025-09-13T01:54:00+08:00,191,bilibili_comment:275872394816,bilibili_comment:275872394816
86,bilibili_comment:275930139552,comment,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,bilibili:4400315,霜之哀伤2014,一个馒头21块钱[吃瓜],一个馒头21块钱[吃瓜],2025-09-13T16:01:44+08:00,190,,
87,bilibili_comment:276100688336,comment,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,bilibili:33026639,无九泪,我记得是当时西门子的冰箱全都有设计缺陷，磁条小角度吸不住，所以在国内售卖的欧洲同款中高端冰箱装了个闭门器强制把门拉上，而低端款就没有这个闭门器。 因为冰箱门开关其实是靠那一圈磁条的，除了商用或者多门冰箱怎么可能上闭门器呢，纯纯是多此一举。 ...,"我记得是当时西门子的冰箱全都有设计缺陷，磁条小角度吸不住，所以在国内售卖的欧洲同款中高端冰箱装了个闭门器强制把门拉上，而低端款就没有这个闭门器。
因为冰箱门开关其实是靠那一圈磁条的，除了商用或者多门冰箱怎么可能上闭门器呢，纯纯是多此一举。
当然没几年西门子的整个家电业务全部被出售给博世了。",2025-09-15T07:23:31+08:00,189,,
88,bilibili_comment:274669476337,reply,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:413065599,剑来__-_-,你这个结论很早就有了，不过很对,你这个结论很早就有了，不过很对,2025-09-14T21:10:53+08:00,187,bilibili_comment:276045532544,bilibili_comment:276045532544
89,bilibili_comment:275925642800,comment,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,bilibili:30447204,Pika张点点,虽然卖相不如西北，但都是鲜活直接做的，一千多不香么[微笑]六个成年男人没吃完,虽然卖相不如西北，但都是鲜活直接做的，一千多不香么[微笑]六个成年男人没吃完,2025-09-13T15:07:13+08:00,186,,
90,bilibili_comment:276024185600,reply,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,bilibili:63606708,拥有太晶飞的固拉多,WC，我家附近有这店我得隔三差五去一次,WC，我家附近有这店我得隔三差五去一次,2025-09-14T13:11:45+08:00,185,bilibili_comment:274614433969,bilibili_comment:274614433969
91,bilibili_comment:274698760529,reply,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:37959862,HJ980315,神金，害我笑出了猪叫一下,神金，害我笑出了猪叫一下,2025-09-15T06:59:05+08:00,184,bilibili_comment:276070311792,bilibili_comment:276070311792
92,bilibili_comment:274609730689,comment,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,bilibili:380357453,蓝天和流云舌稳,儿童套餐的年龄比儿童还大，笑死[笑哭],儿童套餐的年龄比儿童还大，笑死[笑哭],2025-09-14T10:17:02+08:00,183,,
93,bilibili_comment:274712277585,reply,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:17385291,落单的小歪,让一岁的小孩吃两岁的西兰花，真是照顾的好啊[吃瓜],让一岁的小孩吃两岁的西兰花，真是照顾的好啊[吃瓜],2025-09-15T11:21:03+08:00,177,bilibili_comment:276104435584,bilibili_comment:276104435584
94,bilibili_comment:276332695600,comment,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:83948907,月月好困呐,从来没听说过西贝的只有我一个吗？[笑哭][笑哭][笑哭],从来没听说过西贝的只有我一个吗？[笑哭][笑哭][笑哭],2025-09-17T16:32:09+08:00,173,,
95,bilibili_comment:275961649296,reply,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,bilibili:299261802,飞翰_,有磁吸条，也够用了,有磁吸条，也够用了,2025-09-13T21:17:27+08:00,171,bilibili_comment:274556246897,bilibili_comment:274556246897
96,bilibili_comment:275866525808,reply,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,bilibili:3546633465760441,bili_23200358239,估计是老板nt非要对线[笑哭][笑哭],估计是老板nt非要对线[笑哭][笑哭],2025-09-12T23:14:23+08:00,168,bilibili_comment:275864553072,bilibili_comment:275864553072
97,bilibili_comment:274475224849,reply,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,bilibili:15534260,萨马兰奇怪,经过处理的食材储存时间变长甚至变很长是符合科技的，但是不符合我们的嘴和胃，而且还不符合我们的钱包就很过分,经过处理的食材储存时间变长甚至变很长是符合科技的，但是不符合我们的嘴和胃，而且还不符合我们的钱包就很过分,2025-09-12T23:05:41+08:00,166,bilibili_comment:275863456048,bilibili_comment:275863456048
98,bilibili_comment:274497321697,reply,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,bilibili:351353693,帐号巳汪诮,在冰箱冻一年的肉，出了西贝，大家都管它叫僵尸肉,在冰箱冻一年的肉，出了西贝，大家都管它叫僵尸肉,2025-09-13T07:59:57+08:00,157,bilibili_comment:275874442320,bilibili_comment:275874442320
99,bilibili_comment:274501223553,comment,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,bilibili:68199190,忽忽虎no2,b站真是一股清流啊，抖音快手上好多帮西贝洗的，在那偷换概念骂罗永浩，还说罗攻击西贝会让很多人失业！而且ip多是内蒙古的，好神奇啊！,b站真是一股清流啊，抖音快手上好多帮西贝洗的，在那偷换概念骂罗永浩，还说罗攻击西贝会让很多人失业！而且ip多是内蒙古的，好神奇啊！,2025-09-13T09:07:57+08:00,157,,
100,bilibili_comment:274632996561,reply,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:1722854,_催眠君_,笑喷了,笑喷了,2025-09-14T14:21:12+08:00,156,bilibili_comment:276018838736,bilibili_comment:276018838736
