source_id,source_title,topic_label,content_count,content_percent,is_dominant
bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,mockery_meme,1,3.33,false
bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,price_value,10,40.0,true
bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,other_unclear,6,24.0,false
bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,prepared_food_authenticity,4,16.0,false
bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,mockery_meme,2,8.0,false
bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,catering_industry_general,1,4.0,false
bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,luoyonghao_persona,1,4.0,false
bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,consumer_right_to_know,1,4.0,false
bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,other_unclear,8,28.57,true
bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,prepared_food_authenticity,7,25.0,false
bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,brand_pr_crisis,4,14.29,false
bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,price_value,4,14.29,false
bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,mockery_meme,3,10.71,false
bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,food_safety_child_meal,1,3.57,false
bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,luoyonghao_persona,1,3.57,false
bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,price_value,17,45.95,true
bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,other_unclear,13,35.14,false
bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,luoyonghao_persona,2,5.41,false
bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,food_safety_child_meal,2,5.41,false
bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,catering_industry_general,1,2.7,false
bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,consumer_right_to_know,1,2.7,false
bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,prepared_food_authenticity,1,2.7,false
bilibili_video:115196894908031,罗永浩也是懵了，自杀式公关还是第一次见。,prepared_food_authenticity,10,50.0,true
bilibili_video:115196894908031,罗永浩也是懵了，自杀式公关还是第一次见。,food_safety_child_meal,6,30.0,false
bilibili_video:115196894908031,罗永浩也是懵了，自杀式公关还是第一次见。,consumer_right_to_know,1,5.0,false
bilibili_video:115196894908031,罗永浩也是懵了，自杀式公关还是第一次见。,other_unclear,1,5.0,false
bilibili_video:115196894908031,罗永浩也是懵了，自杀式公关还是第一次见。,price_value,1,5.0,false
bilibili_video:115196894908031,罗永浩也是懵了，自杀式公关还是第一次见。,brand_pr_crisis,1,5.0,false
bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,prepared_food_authenticity,10,38.46,true
bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,luoyonghao_persona,6,23.08,false
bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,mockery_meme,2,7.69,false
bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,price_value,2,7.69,false
bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,other_unclear,2,7.69,false
bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,food_safety_child_meal,2,7.69,false
bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,consumer_right_to_know,2,7.69,false
bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,other_unclear,17,33.33,true
bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,prepared_food_authenticity,14,27.45,false
bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,mockery_meme,9,17.65,false
bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,food_safety_child_meal,6,11.76,false
bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,brand_pr_crisis,2,3.92,false
bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,price_value,1,1.96,false
bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,luoyonghao_persona,1,1.96,false
bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,catering_industry_general,1,1.96,false
bilibili_video:115206659249643,罗永浩与西贝争论事件原委 一条视频告诉你,other_unclear,5,38.46,true
bilibili_video:115206659249643,罗永浩与西贝争论事件原委 一条视频告诉你,prepared_food_authenticity,5,38.46,false
bilibili_video:115206659249643,罗永浩与西贝争论事件原委 一条视频告诉你,mockery_meme,1,7.69,false
bilibili_video:115206659249643,罗永浩与西贝争论事件原委 一条视频告诉你,consumer_right_to_know,1,7.69,false
bilibili_video:115206659249643,罗永浩与西贝争论事件原委 一条视频告诉你,catering_industry_general,1,7.69,false
bilibili_video:115206827021040,罗永浩与西贝预制菜之争持续发酵，西贝自证变自爆“大翻车”，媒体评：尊重消费者知情权，自然有人为“真诚”买单,prepared_food_authenticity,9,45.0,true
bilibili_video:115206827021040,罗永浩与西贝预制菜之争持续发酵，西贝自证变自爆“大翻车”，媒体评：尊重消费者知情权，自然有人为“真诚”买单,other_unclear,4,20.0,false
bilibili_video:115206827021040,罗永浩与西贝预制菜之争持续发酵，西贝自证变自爆“大翻车”，媒体评：尊重消费者知情权，自然有人为“真诚”买单,mockery_meme,3,15.0,false
bilibili_video:115206827021040,罗永浩与西贝预制菜之争持续发酵，西贝自证变自爆“大翻车”，媒体评：尊重消费者知情权，自然有人为“真诚”买单,price_value,1,5.0,false
bilibili_video:115206827021040,罗永浩与西贝预制菜之争持续发酵，西贝自证变自爆“大翻车”，媒体评：尊重消费者知情权，自然有人为“真诚”买单,consumer_right_to_know,1,5.0,false
bilibili_video:115206827021040,罗永浩与西贝预制菜之争持续发酵，西贝自证变自爆“大翻车”，媒体评：尊重消费者知情权，自然有人为“真诚”买单,brand_pr_crisis,1,5.0,false
bilibili_video:115206827021040,罗永浩与西贝预制菜之争持续发酵，西贝自证变自爆“大翻车”，媒体评：尊重消费者知情权，自然有人为“真诚”买单,luoyonghao_persona,1,5.0,false
bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,prepared_food_authenticity,11,37.93,true
bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,other_unclear,4,13.79,false
bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,mockery_meme,4,13.79,false
bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,brand_pr_crisis,3,10.34,false
bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,catering_industry_general,2,6.9,false
bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,luoyonghao_persona,2,6.9,false
bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,consumer_right_to_know,1,3.45,false
bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,food_safety_child_meal,1,3.45,false
bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,price_value,1,3.45,false
bilibili_video:115211222653264,罗永浩是怎么把西贝搞翻车的？,prepared_food_authenticity,7,33.33,true
bilibili_video:115211222653264,罗永浩是怎么把西贝搞翻车的？,mockery_meme,4,19.05,false
bilibili_video:115211222653264,罗永浩是怎么把西贝搞翻车的？,brand_pr_crisis,4,19.05,false
bilibili_video:115211222653264,罗永浩是怎么把西贝搞翻车的？,food_safety_child_meal,2,9.52,false
bilibili_video:115211222653264,罗永浩是怎么把西贝搞翻车的？,other_unclear,2,9.52,false
bilibili_video:115211222653264,罗永浩是怎么把西贝搞翻车的？,price_value,1,4.76,false
bilibili_video:115211222653264,罗永浩是怎么把西贝搞翻车的？,luoyonghao_persona,1,4.76,false
bilibili_video:115212816485947,罗永浩：我真没打，他就先捅了自己20多刀...我该怎么办？,luoyonghao_persona,12,57.14,true
bilibili_video:115212816485947,罗永浩：我真没打，他就先捅了自己20多刀...我该怎么办？,mockery_meme,3,14.29,false
bilibili_video:115212816485947,罗永浩：我真没打，他就先捅了自己20多刀...我该怎么办？,other_unclear,3,14.29,false
bilibili_video:115212816485947,罗永浩：我真没打，他就先捅了自己20多刀...我该怎么办？,consumer_right_to_know,1,4.76,false
bilibili_video:115212816485947,罗永浩：我真没打，他就先捅了自己20多刀...我该怎么办？,prepared_food_authenticity,1,4.76,false
bilibili_video:115212816485947,罗永浩：我真没打，他就先捅了自己20多刀...我该怎么办？,brand_pr_crisis,1,4.76,false
bilibili_video:115245498500488,罗永浩：我这辈子没打过这么离谱的仗，对方上来先捅了自己20多刀…,other_unclear,8,40.0,true
bilibili_video:115245498500488,罗永浩：我这辈子没打过这么离谱的仗，对方上来先捅了自己20多刀…,luoyonghao_persona,6,30.0,false
bilibili_video:115245498500488,罗永浩：我这辈子没打过这么离谱的仗，对方上来先捅了自己20多刀…,brand_pr_crisis,3,15.0,false
bilibili_video:115245498500488,罗永浩：我这辈子没打过这么离谱的仗，对方上来先捅了自己20多刀…,mockery_meme,2,10.0,false
bilibili_video:115245498500488,罗永浩：我这辈子没打过这么离谱的仗，对方上来先捅了自己20多刀…,prepared_food_authenticity,1,5.0,false
bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,prepared_food_authenticity,10,25.64,true
bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,other_unclear,10,25.64,false
bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,mockery_meme,6,15.38,false
bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,brand_pr_crisis,5,12.82,false
bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,price_value,3,7.69,false
bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,luoyonghao_persona,3,7.69,false
bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,catering_industry_general,2,5.13,false
